数据编号,型号,经销商报价,纯电续航里程(km),充电时间(小时),快充时间,慢充时间,快充电量(%),最高车速(km/h),官方百公里加速时间(s),百公里耗电量(kWh/100km),长(mm),宽(mm),高(mm),轴距(mm),前轮距(mm),后轮距(mm),车门数(个),座位数(个),整备质量(kg),电动机总功率(kW),电动机总马力(Ps),电动机总扭矩(N·m),电池类型,磷酸铁锂,三元锂,其它,电池容量(kWh)
586,启辰D60 EV 2022款 标准续航舒适版,15,421,快充0.55小时 慢充5.8小时,0.55,5.8,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,三元锂电池,0,1,0,50
587,启辰D60 EV 2022款 标准续航智行版-出租,15,421,快充0.55小时 慢充5.8小时,0.55,5.8,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,三元锂电池,0,1,0,50
588,启辰D60 EV 2022款 标准续航智行版-网约,15,421,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,三元锂电池,0,1,0,50
589,启辰D60 EV 2022款 标准续航智行版-网约车大屏版,15.29,421,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,三元锂电池,0,1,0,50
590,启辰D60 EV 2022款 标准续航智享版,15.79,421,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,三元锂电池,0,1,0,50
591,启辰D60 EV 2020款 标准续航T3,14.47,405,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,三元锂电池,0,1,0,50
592,启辰D60 EV 2020款 标准续航舒适版,12.98,405,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,三元锂电池,0,1,0,50
593,启辰D60 EV 2020款 标准续航智行版,12.98,405,快充0.53小时 慢充6.4小时,0.53,6.4,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,三元锂电池,0,1,0,50
594,启辰D60 EV 2020款 标准续航智行版-网约车大屏版,15.29,405,快充0.53小时 慢充6.4小时,0.53,6.4,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,三元锂电池,0,1,0,50
595,启辰D60 EV 2020款 标准续航智享版,13.78,405,快充0.53小时 慢充6.4小时,0.53,6.4,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,三元锂电池,0,1,0,50
596,启辰D60 EV 2019款 高续航舒适版,16.27,481,快充0.53小时 慢充6.4小时,0.53,6.4,80,140,,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,三元锂电池,0,1,0,58
597,启辰D60 EV 2019款 高续航出行版,17.07,481,快充0.6小时 慢充12小时,0.6,12,80,140,,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,三元锂电池,0,1,0,58
598,启辰D60 EV 2019款 高续航智享版,17.17,481,快充0.6小时 慢充12小时,0.6,12,80,140,,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,三元锂电池,0,1,0,58
599,启辰D60 EV 2019款 高续航尊享版,17.87,481,快充0.5小时,0.5,,80,140,,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,三元锂电池,0,1,0,58
600,红旗E-HS3 2019款 智联旗悦两驱版,22.58,407,快充0.5小时,0.5,,,160,10,13.6,4490,1874,1613,2750,1585,1585,5,5,1742,114,155,340,锂离子电池,0,0,1,52.5
601,红旗E-HS3 2019款 智联旗领四驱版,26.58,344,快充0.5小时,0.5,,,160,6,16,4490,1874,1613,2750,1585,1585,5,5,1890,228,310,680,锂离子电池,0,0,1,52.5
602,枫叶60s 2022款 改款 易行版 磷酸铁锂,13.88,407,快充0.5小时,0.5,,80,130,10,13.24,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,磷酸铁锂电池,1,0,0,51.8
603,枫叶60s 2022款 改款 易行版 三元锂,13.78,415,快充0.5小时 慢充10小时,0.5,10,80,130,10,13.2,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,三元锂电池,0,1,0,52.56
604,枫叶60s 2022款 改款 优行版 三元锂,14.78,415,快充0.5小时 慢充10小时,0.5,10,80,130,10,13.2,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,三元锂电池,0,1,0,52.56
605,枫叶60s 2022款 改款 优行版 磷酸铁锂,14.78,407,快充0.67小时 慢充10小时,0.67,10,80,130,10,13.24,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,磷酸铁锂电池,1,0,0,51.8
606,东风本田M-NV 2020款 尚骋版,11.98,480,快充0.67小时 慢充10小时,0.67,10,80,140,,13.7,4324,1785,1637,2610,1535,1540,5,5,1575,120,163,280,三元锂电池,0,1,0,61.3
607,东风本田M-NV 2020款 尚逸版,12.98,480,快充0.67小时 慢充10小时,0.67,10,80,140,,13.7,4324,1785,1637,2610,1535,1540,5,5,1610,120,163,280,三元锂电池,0,1,0,61.3
608,沃尔沃XC40 RECHARGE 2023款 长续航版,26.7,529,快充0.7小时 慢充9.5小时,0.7,9.5,80,160,7.4,14.8,4440,1863,1651,2702,1598,1603,5,5,2009,170,231,330,三元锂电池,0,1,0,69
609,沃尔沃XC40 RECHARGE 2023款 长续航版 PRO,28.6,529,快充0.7小时 慢充9.5小时,0.7,9.5,80,160,7.4,14.8,4440,1863,1651,2702,1598,1603,5,5,2009,170,231,330,三元锂电池,0,1,0,69
610,沃尔沃XC40 RECHARGE 2023款 四驱高性能版,30.9,420,快充0.7小时 慢充9.5小时,0.7,9.5,80,180,4.9,17.2,4440,1863,1651,2702,1598,1603,5,5,2153,300,408,660,三元锂电池,0,1,0,78
611,"广汽丰田iA5 2022款 领先版	",13.48,510,快充0.75小时 慢充12.5小时,0.75,12.5,80,155,,13.1,4818,1880,1530,2750,1600,1602,4,5,1600,150,204,350,三元锂电池,0,1,0,58.8
612,广汽丰田iA5 2022款 豪华版,14.48,510,快充0.5小时 慢充9.5小时,0.5,9.5,80,155,,13.1,4818,1880,1530,2750,1600,1602,4,5,1640,150,204,350,三元锂电池,0,1,0,58.8
613,广汽丰田iA5 2022款 尊贵版,15.78,510,快充0.5小时 慢充9.5小时,0.5,9.5,80,155,,13.1,4818,1880,1530,2750,1600,1602,4,5,1640,150,204,350,三元锂电池,0,1,0,58.8
614,广汽丰田iA5 2022款 尊贵长续航版,16.78,580,快充0.5小时 慢充9.5小时,0.5,9.5,80,155,,13.6,4818,1880,1552,2750,1600,1602,4,5,1740,150,204,350,三元锂电池,0,1,0,69.9
615,荣威Ei5 2021款 500 倾心版,14.18,501,快充0.75小时 慢充7小时,0.75,7,80,185,8.3,13.3,4600,1818,1543,2665,,,5,5,1560,135,184,280,三元锂电池,0,1,0,61.1
616,荣威Ei5 2021款 500 倾慕版,15.28,501,快充0.75小时 慢充7小时,0.75,7,80,185,8.3,13.3,4600,1818,1543,2665,,,5,5,1560,135,184,280,三元锂电池,0,1,0,61.1
617,荣威Ei5 2021款 500 倾城版,15.58,501,快充0.75小时 慢充7小时,0.75,7,80,185,8.3,13.3,4600,1818,1543,2665,,,5,5,1560,135,184,280,三元锂电池,0,1,0,61.1
618,云度π1 2022款 LITE 轻享版,6.98,351,快充0.75小时 慢充7小时,0.75,7,80,105,,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,磷酸铁锂电池,1,0,0,41.7
619,云度π1 2022款 LITE 畅玩版,7.48,351,快充0.5小时,0.5,,80,105,,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,磷酸铁锂电池,1,0,0,41.7
620,云度π1 2022款 LITE 纵享版,7.98,351,快充0.5小时,0.5,,80,105,,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,磷酸铁锂电池,1,0,0,41.7
621,云度π1 2022款 LITE 畅享版,8.28,351,快充0.5小时,0.5,,80,105,,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,磷酸铁锂电池,1,0,0,41.7
622,荣威iMAX8 EV 2022款 白银版,25.98,570,快充0.5小时,0.5,,80,180,,16.7,5016,1909,1796,3000,1642,1644,5,7,2230,180,245,350,三元锂电池,0,1,0,90
623,荣威iMAX8 EV 2022款 黄金版,28.98,550,快充0.5小时,0.5,,80,180,,17.3,5016,1909,1796,3000,1642,1644,5,7,2290,180,245,350,三元锂电池,0,1,0,90
624,荣威iMAX8 EV 2022款 头等舱铂金版,30.98,550,快充0.5小时 慢充9小时,0.5,9,80,180,,17.3,5016,1909,1796,3000,1642,1644,5,7,2360,180,245,350,三元锂电池,0,1,0,90
625,荣威iMAX8 EV 2022款 头等舱钛金版,33.98,550,快充0.5小时 慢充9小时,0.5,9,80,180,,17.3,5016,1909,1796,3000,1642,1644,5,7,2360,180,245,350,三元锂电池,0,1,0,90
626,荣威iMAX8 EV 2022款 头等舱钻石版,35.98,550,快充0.5小时 慢充9小时,0.5,9,80,180,,17.3,5016,1909,1796,3000,1642,1644,5,7,2360,180,245,350,三元锂电池,0,1,0,90
627,帝豪EV 2022款 Pro 营运网约型,13.68,421,快充0.5小时,0.5,,80,130,,13.8,4755,1802,1503,2700,1550,1552,4,5,1575,100,136,230,磷酸铁锂电池,1,0,0,51.8
628,帝豪EV 2022款 Pro 营运出租型,14.58,421,快充0.5小时,0.5,,80,130,,13.8,4755,1802,1503,2700,1550,1552,4,5,1575,100,136,230,磷酸铁锂电池,1,0,0,51.8
629,帝豪EV 2021款 Pro 出租型,15.58,421,快充0.5小时,0.5,,80,150,7.7,13.6,4755,1802,1503,2700,1565,1569,4,5,1535,150,204,240,三元锂电池,0,1,0,52.7
630,枫叶80v 2021款 易行版 三元锂,14.88,415,快充0.5小时,0.5,,80,130,,14.2,4706,1909,1699,2807,,,5,5,1700,100,136,230,三元锂电池,0,1,0,53
631,枫叶80v 2021款 易行版 磷酸铁锂,14.98,407,快充0.53小时,0.53,,80,130,,14.2,4706,1909,1699,2807,,,5,5,1700,100,136,230,磷酸铁锂电池,1,0,0,51.8
632,枫叶80v 2021款 优行版 三元锂,15.88,410,快充0.72小时,0.72,,80,130,,14.2,4706,1909,1699,2807,,,5,6,1770,100,136,230,三元锂电池,0,1,0,53
633,枫叶80v 2021款 优行版 磷酸铁锂,15.98,407,快充0.67小时 慢充9.5小时,0.67,9.5,80,130,,14.2,4706,1909,1699,2807,,,5,6,1770,100,136,230,磷酸铁锂电池,1,0,0,51.8
634,阿图柯AIRTREK 2022款 先锋版,19.48,500,快充0.67小时 慢充9.5小时,0.67,9.5,80,175,,15.3,4630,1920,1728,2830,1630,1645,5,5,2040,165,224,350,磷酸铁锂电池,1,0,0,71.8
635,阿图柯AIRTREK 2022款 硬核版,22.48,520,快充0.67小时 慢充9.5小时,0.67,9.5,80,175,,15.3,4630,1920,1728,2830,1630,1645,5,5,1900,165,224,350,三元锂电池,0,1,0,69.9
636,菲斯塔 纯电动 2020款 GLS 畅行版,11.08,490,快充0.5小时,0.5,,80,165,,12.7,4705,1790,1435,2700,1549,1558,4,5,1603,135,184,310,三元锂电池,0,1,0,56.5
637,菲斯塔 纯电动 2020款 GLX 智捷版,12.58,490,,,,80,165,,12.7,4705,1790,1435,2700,1549,1558,4,5,1603,135,184,310,三元锂电池,0,1,0,56.5
638,菲斯塔 纯电动 2020款 DLX 悦享版,13.58,490,,,,80,165,,12.7,4705,1790,1435,2700,1549,1558,4,5,1603,135,184,310,三元锂电池,0,1,0,56.5
639,五菱荣光EV 2022款 基本型客车鹏辉电池,9.98,300,,,,,100,,,4490,1615,1915,3050,1386,1408,5,7,1490,60,82,220,磷酸铁锂电池,1,0,0,41.6
640,五菱荣光EV 2022款 基本型客车宁德时代,13.88,300,,,,,100,,,4490,1615,1915,3050,1386,1408,5,7,1490,60,82,220,磷酸铁锂电池,1,0,0,41.6
641,五菱荣光EV 2022款 基本型封窗车2座鹏辉电池,9.98,300,,,,,100,,,4490,1615,1915,3050,1386,1408,5,2,1420,60,82,220,磷酸铁锂电池,1,0,0,41.6
642,五菱荣光EV 2022款 基本型封窗车2座宁德时代,9.98,300,快充0.65小时 慢充9.5小时,0.65,9.5,,100,,,4490,1615,1915,3050,1386,1408,5,2,1420,60,82,220,磷酸铁锂电池,1,0,0,41.6
643,五菱荣光EV 2022款 基本型封窗车5座鹏辉电池,13.61,300,快充0.65小时 慢充9.5小时,0.65,9.5,,100,,,4490,1615,1915,3050,1386,1408,5,5,1440,60,82,220,磷酸铁锂电池,1,0,0,41.6
644,五菱荣光EV 2022款 基本型封窗车5座宁德时代,13.91,300,快充0.62小时 慢充16小时,0.62,16,,100,,,4490,1615,1915,3050,1386,1408,5,5,1440,60,82,220,磷酸铁锂电池,1,0,0,41.6
645,微蓝7 2022款 652E 互联智享型,15.77,500,快充0.53小时 慢充8.4小时,0.53,8.4,80,145,,13.1,4264,1767,1618,2675,1514,1526,5,5,1660,130,177,360,三元锂电池,0,1,0,55.6
646,微蓝7 2022款 652E 互联智慧型,17.77,500,快充0.53小时 慢充8.4小时,0.53,8.4,80,145,,13.1,4264,1767,1618,2675,1514,1526,5,5,1660,130,177,360,三元锂电池,0,1,0,55.6
647,奔驰EQS AMG 2022款 AMG EQS 53 4MATIC+ ,154.56,601,快充0.5小时 慢充4.9小时,0.5,4.9,80,250,3.5,20,5224,1926,1520,3210,1667,1682,5,5,2705,560,761,1020,三元锂电池,0,1,0,111.8
648,领界EV 2020款 静领型,15.8,435,,,,80,150,9.5,14.9,4580,1936,1674,2716,1630,1630,5,5,1770,120,163,280,三元锂电池,0,1,0,60.4
649,领界EV 2020款 耀领型,16.95,435,快充0.5小时 慢充12小时,0.5,12,80,150,9.5,14.9,4580,1936,1674,2716,1630,1630,5,5,1770,120,163,280,三元锂电池,0,1,0,60.4
650,自游家NV 2022款 纯电标准续航版,27.88,440,快充0.5小时 慢充12小时,0.5,12,80,170,5.9,,4915,1962,1755,2910,1650,1650,5,5,2220,280,381,452,磷酸铁锂电池,1,0,0,65
651,自游家NV 2022款 纯电长续航版,31.88,560,快充0.5小时 慢充12小时,0.5,12,,170,5.9,,4915,1962,1755,2910,1650,1650,5,5,2210,280,381,452,三元锂电池,0,1,0,86
652,飞凡MARVEL R 2021款 后驱标准版,22.98,505,快充0.65小时 慢充9.5小时,0.65,9.5,80,,7.9,15.3,4674,1919,1618,2800,,,5,5,,137,186,410,三元锂电池,0,1,0,70
653,飞凡MARVEL R 2021款 后驱PRO版,24.98,505,快充0.65小时 慢充9.5小时,0.65,9.5,80,,7.9,15.3,4674,1919,1618,2800,,,5,5,1840,137,186,410,三元锂电池,0,1,0,70
654,飞凡MARVEL R 2021款 四驱PRO版,26.98,460,快充0.55小时 慢充9小时,0.55,9,80,,4.8,16.7,4674,1919,1618,2800,,,5,5,,222,302,665,三元锂电池,0,1,0,70
655,威马E.5 2022款 Pro,18.01,505,快充0.65小时 慢充9.5小时,0.65,9.5,80,170,8.9,13.1,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,三元锂电池,0,1,0,58.59
656,威马E.5 2022款 智客行,19.01,505,快充0.5小时 慢充8.5小时,0.5,8.5,80,170,8.9,13.1,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,三元锂电池,0,1,0,58.59
657,威马E.5 2021款 改款 400 即客行,16.01,410,快充0.5小时 慢充8.5小时,0.5,8.5,80,170,8.9,13,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,磷酸铁锂电池,1,0,0,49.92
658,威马E.5 2021款 改款 500 即客行,17.01,505,快充0.5小时,0.5,,80,170,8.9,13.1,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,三元锂电池,0,1,0,58.59
659,北京EU5 2022款 网约车豪华版,10.99,401,快充0.5小时 慢充9小时,0.5,9,80,150,,13.7,4650,1820,1520,2670,1555,1560,4,5,1580,120,163,240,三元锂电池,0,1,0,50
660,北京EU5 2022款 网约车高功率豪华版,10.99,401,快充0.5小时 慢充9小时,0.5,9,80,155,,13.7,4650,1820,1510,2670,1555,1560,4,5,1600,160,218,300,三元锂电池,0,1,0,50
661,北京EU5 2021款 快换版,13.94,350,快充0.5小时 慢充10小时,0.5,10,80,150,,13.7,4650,1820,1510,2670,1555,1560,4,5,1620,120,163,240,磷酸铁锂电池,1,0,0,44
662,北京EU5 2020款 R500 智风版,12.99,416,快充0.5小时 慢充10小时,0.5,10,80,155,,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,三元锂电池,0,1,0,50.8
663,北京EU5 2020款 R500 智尚版,13.99,416,快充0.5小时 慢充8小时,0.5,8,80,155,,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,三元锂电池,0,1,0,50.8
664,北京EU5 2020款 R600 智潮版,15.89,501,快充0.5小时 慢充8小时,0.5,8,80,155,,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,三元锂电池,0,1,0,60.2
665,北京EU5 2020款 R600 智领版,17.19,501,快充0.5小时 慢充9小时,0.5,9,80,155,,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,三元锂电池,0,1,0,60.2
666,北京EU5 2019款 R500 智风版,9.98,416,快充0.5小时 慢充9小时,0.5,9,80,155,7.8,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,三元锂电池,0,1,0,50.8
667,北京EU5 2019款 R500 智尚版,10.58,416,快充0.83小时 慢充6.5/24小时,0.83,6.5,80,155,7.8,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,三元锂电池,0,1,0,50.8
668,北京EU5 2019款 R600 智潮版,15.89,501,快充0.83小时 慢充6.5/24小时,0.83,6.5,80,155,7.8,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,三元锂电池,0,1,0,60.2
669,北京EU5 2019款 R600 智领版,17.19,501,快充0.83小时 慢充6.5/24小时,0.83,6.5,80,155,7.8,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,三元锂电池,0,1,0,60.2
670,丰田C-HR EV 2020款 领先版,16.58,400,快充0.83小时 慢充6.5/24小时,0.83,6.5,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
671,丰田C-HR EV 2020款 豪华版,16.88,400,快充0.83小时 慢充6.5/24小时,0.83,6.5,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
672,丰田C-HR EV 2020款 豪华天窗版,17.28,400,快充0.5小时 慢充8.5小时,0.5,8.5,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
673,丰田C-HR EV 2020款 尊贵版,18.58,400,快充0.5小时 慢充8.5小时,0.5,8.5,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
674,丰田C-HR EV 2020款 尊贵天窗版,18.98,400,快充0.5小时 慢充8.5小时,0.5,8.5,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
675,上汽大通MAXUS MIFA 9 2022款 绿洲七座版,27.99,560,快充0.5小时 慢充8.5小时,0.5,8.5,80,180,,17.1,5270,2000,1840,3200,,,5,7,2310,180,245,350,三元锂电池,0,1,0,90
676,上汽大通MAXUS MIFA 9 2022款 草原七座版,29.99,560,快充0.5小时 慢充8.5小时,0.5,8.5,80,180,,17.1,5270,2000,1840,3200,,,5,7,2410,180,245,350,三元锂电池,0,1,0,90
677,上汽大通MAXUS MIFA 9 2022款 森林七座版,33.99,560,快充0.5小时 慢充8.5小时,0.5,8.5,80,180,,17.1,5270,2000,1840,3200,,,5,7,2410,180,245,350,三元锂电池,0,1,0,90
678,上汽大通MAXUS MIFA 9 2022款 森林六座版,34.99,540,快充0.5小时 慢充8.5小时,0.5,8.5,80,180,,17.8,5270,2000,1840,3200,,,5,6,2410,180,245,350,三元锂电池,0,1,0,90
679,上汽大通MAXUS MIFA 9 2022款 高山七座版,38.99,540,快充0.5小时 慢充8.4小时,0.5,8.4,80,180,,17.8,5270,2000,1840,3200,,,5,7,2570,180,245,350,三元锂电池,0,1,0,90
680,上汽大通MAXUS MIFA 9 2022款 高山六座版,39.99,540,快充0.5小时 慢充8.4小时,0.5,8.4,80,180,,17.8,5270,2000,1840,3200,,,5,6,2570,180,245,350,三元锂电池,0,1,0,90
681,上汽大通MAXUS MIFA 9 2022款 高山旗舰版,41.99,540,快充0.67小时 慢充9.5小时,0.67,9.5,80,180,,17.8,5270,2000,1840,3200,,,5,6,2570,180,245,350,三元锂电池,0,1,0,90
682,威马EX5 2022款 EX5 400 即客行版,16.08,403,快充0.5小时 慢充11小时,0.5,11,80,160,8.3,14.1,4585,1835,1672,2703,1563,1558,5,5,1750,160,218,225,三元锂电池,0,1,0,52.7
683,威马EX5 2022款 EX5-Z Nex探索版400,16.98,403,快充0.5小时 慢充11小时,0.5,11,80,160,8.3,14.1,4585,1835,1672,2703,1563,1558,5,5,1761,160,218,225,三元锂电池,0,1,0,52.7
684,威马EX5 2022款 EX5-Z Nex探索版460,17.98,460,快充0.5小时 慢充9.5小时,0.5,9.5,80,160,8.3,13.8,4585,1835,1672,2703,1563,1558,5,5,1765,160,218,225,三元锂电池,0,1,0,57.1
685,Polestar 3 2024款 双电机长续航,88,670,快充0.5小时 慢充9.5小时,0.5,9.5,80,210,5,,4900,1968,1627,2985,1673,1655,5,5,2584,360,489,840,三元锂电池,0,1,0,111
686,Polestar 3 2024款 双电机高性能,103,620,快充0.5小时 慢充9.5小时,0.5,9.5,80,210,4.7,,4900,1968,1627,2985,1673,1655,5,5,2670,380,517,910,三元锂电池,0,1,0,111
687,荣威i6 MAX EV 2022款 500天幕尊享版,14.68,502,快充0.5小时 慢充12小时,0.5,12,80,185,,12.9,4722,1835,1493,2715,1562,1571,4,5,1575,135,184,280,三元锂电池,0,1,0,61.1
688,荣威i6 MAX EV 2022款 500天幕旗舰版,15.78,502,快充0.5小时 慢充12小时,0.5,12,80,185,,12.9,4722,1835,1493,2715,1562,1571,4,5,1575,135,184,280,三元锂电池,0,1,0,61.1
689,荣威i6 MAX EV 2022款 500天幕特别版,17.98,502,,,,80,185,,12.9,4722,1835,1493,2715,1562,1571,4,5,1575,135,184,280,三元锂电池,0,1,0,61.1
690,荣威i6 MAX EV 2022款 600天幕尊享版,15.98,605,,,,80,185,,12.9,4724,1835,1493,2715,1562,1571,4,5,1575,135,184,280,三元锂电池,0,1,0,69.9
691,荣威i6 MAX EV 2022款 600天幕旗舰版,17.08,605,快充0.5小时 慢充8小时,0.5,8,80,185,,12.9,4724,1835,1493,2715,1562,1571,4,5,1575,135,184,280,三元锂电池,0,1,0,69.9
692,起亚K3 EV 2021款 舒适版 410km,17.67,410,快充0.5小时 慢充8小时,0.5,8,,165,,12.9,4660,1780,1456,2700,1549,1558,4,5,1570,135,184,310,三元锂电池,0,1,0,48.6
693,起亚K3 EV 2021款 智享互联版 410km,18.67,410,快充0.5小时 慢充10小时,0.5,10,,165,,12.9,4660,1780,1456,2700,1549,1558,4,5,1570,135,184,310,三元锂电池,0,1,0,48.6
694,羿 2022款 二次改款 标准续航精英版,13.98,400,快充0.5小时 慢充8小时,0.5,8,80,120,13,12.9,4675,1835,1480,2750,1570,1570,4,5,1470,60,82,170,三元锂电池,0,1,0,47
695,羿 2022款 标准续航精英Pro版,14.68,400,快充0.5小时 慢充10小时,0.5,10,80,120,13,12.9,4675,1835,1480,2750,1570,1570,4,5,1470,110,150,225,三元锂电池,0,1,0,47
696,羿 2022款 改款 长续航精英版,15.98,500,快充0.5小时 慢充10小时,0.5,10,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,三元锂电池,0,1,0,60
697,羿 2022款 改款 标准续航行业定制版,16.98,400,快充0.5小时 慢充10小时,0.5,10,80,120,13,12.9,4675,1835,1480,2750,1570,1570,4,5,1460,60,82,170,三元锂电池,0,1,0,47
698,羿 2022款 改款 长续航智能版,17.38,500,快充0.5小时 慢充10小时,0.5,10,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,三元锂电池,0,1,0,60
699,羿 2022款 改款 长续航智享版,18.38,500,快充0.5小时 慢充13小时,0.5,13,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,三元锂电池,0,1,0,60
700,羿 2022款 改款 长续航行业定制版,18.68,500,快充0.67小时,0.67,,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,三元锂电池,0,1,0,60
701,羿 2022款 改款 长续航双电机智享版,19.98,450,快充0.67小时,0.67,,80,140,5.8,14.8,4675,1835,1480,2750,1570,1570,4,5,1680,170,231,395,三元锂电池,0,1,0,60
702,大蚂蚁 2022款 驭享舱,16.08,510,快充0.83小时 慢充6.5小时,0.83,6.5,80,200,,15,4630,1910,1655,2830,1620,1620,5,5,1790,150,204,295,三元锂电池,0,1,0,70.1
703,奥迪e-tron Sportback(进口) 2022款 55 quattro 豪华型,60.28,500,快充0.83小时 慢充6.5小时,0.83,6.5,80,200,5.7,20.4,4902,1935,1618,2928,,,5,5,2630,300,408,664,三元锂电池,0,1,0,95
704,奥迪e-tron Sportback(进口) 2022款 55 quattro 臻选型,65.68,500,快充0.83小时 慢充6.5小时,0.83,6.5,80,200,5.7,20.4,4902,1935,1618,2928,,,5,5,2630,300,408,664,三元锂电池,0,1,0,95
705,奕泽E进擎 2020款 E·智行版,14.58,400,快充0.67小时,0.67,,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
706,奕泽E进擎 2020款 E·智享版,13.78,400,快充1.3小时 慢充16小时,1.3,16,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
707,奕泽E进擎 2020款 E·智尊版,17.38,400,快充1.3小时 慢充16小时,1.3,16,75,160,,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,三元锂电池,0,1,0,54.3
708,风光E380 2022款 实用型,14.48,310,快充0.67小时 慢充9.5小时,0.67,9.5,,100,,15.1,4610,1750,1860,2850,1485,1505,5,5,1490,60,82,220,磷酸铁锂电池,1,0,0,42.34
709,风光E380 2022款 舒适型,14.98,310,快充0.67小时 慢充9.5小时,0.67,9.5,,100,,15.1,4610,1750,1860,2850,1485,1505,5,5,1500,60,82,220,磷酸铁锂电池,1,0,0,42.34
710,风光E380 2022款 豪华智慧型,15.98,310,快充0.67小时 慢充9.5小时,0.67,9.5,,100,,15.1,4610,1750,1860,2850,1485,1505,5,6,1500,60,82,220,磷酸铁锂电池,1,0,0,42.34
711,威马W6 2021款 520km NEX探索版,19.38,520,快充0.67小时 慢充11.9小时,0.67,11.9,80,,7.9,14.1,4620,1847,1730,2715,1570,1565,5,5,,160,218,225,三元锂电池,0,1,0,66.23
712,威马W6 2021款 520km PRO全能版,21.38,520,快充0.58小时 慢充13小时,0.58,13,80,,7.9,14.1,4620,1847,1730,2715,1570,1565,5,5,,160,218,225,三元锂电池,0,1,0,66.23
713,威马W6 2021款 520km ACE极智版,23.38,520,快充0.58小时 慢充13小时,0.58,13,80,,7.9,14.1,4620,1847,1730,2715,1570,1565,5,5,,160,218,225,三元锂电池,0,1,0,66.23
714,威马W6 2021款 620km ACE极智版,25.98,620,快充0.58小时 慢充13小时,0.58,13,80,,8.8,14.1,4620,1847,1730,2715,1570,1565,5,5,,160,218,225,三元锂电池,0,1,0,82.71
